Date,Day,Video #,Videolink,Video Length,Timestamp,Timelink,Tag,Action,Attempt,Level,Result Level,Coins,Coins Balance,Spring,Spring Balance,Vacuum,Vacuum Balance,Fan,Fan Balance,Icegun,Icegun Balance,Firework,Firework Balance,Hourglass,Hourglass Balance,Coins in $,Boosters in $,Coins in $ + Boosters in $
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:55:22,0:55:22,Level,Finish,38,38,Win,,221,,6,,3,,6,,5,,5,,4,4.40,36.42,40.81
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:55:39,0:55:39,Level,Start,,39,,,221,,6,,3,,6,,5,,5,,4,,,
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:57:12,0:57:12,Level,Finish,39,39,Win,,221,,6,,3,,6,,5,,5,,4,4.40,36.42,40.81
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:57:22,0:57:22,Menu,Star Chest,,39,,10,231,1,7,,3,,6,,5,,5,,4,,,
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:57:26,0:57:26,Menu,Level Chest,,39,,20,251,,7,1,4,,6,,5,,5,,4,,,
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:57:32,0:57:32,Level,Start,,40,,,251,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,1,https://youtu.be/sKl1rFmA8E8?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,0:59:49,0:58:41,0:58:41,Level,Finish,40,40,Win,,251,,7,,4,,6,,5,,5,,4,4.99,39.14,44.13
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:00:01,0:00:01,Loading,Start,,,,,251,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:00:14,0:00:14,Team,Help,,,,3,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:00:31,0:00:31,Level,Start,,41,,,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:02:41,0:02:41,Level,Finish,41,41,Lose,,254,,7,,4,,6,,5,,5,,4,5.05,39.14,44.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:02:53,0:02:53,Level,Start,,41,,,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:05:53,0:05:53,Level,Finish,42,41,Lose,,254,,7,,4,,6,,5,,5,,4,5.05,39.14,44.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:05:58,0:05:58,Level,Start,,41,,,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:08:24,0:08:24,Level,Finish,43,41,Win,,254,,7,,4,,6,,5,,5,,4,5.05,39.14,44.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:08:43,0:08:43,Level,Start,,42,,,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:10:18,0:10:18,Level,Finish,44,42,Win,,254,,7,,4,,6,,5,,5,,4,5.05,39.14,44.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:10:33,0:10:33,Level,Start,,43,,,254,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:11:45,0:11:45,Level,Finish,45,43,Win,,254,,7,,4,,6,,5,,5,,4,5.05,39.14,44.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:12:11,0:12:11,Team,Help,,,,1,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:12:14,0:12:14,Level,Start,,44,,,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:13:20,0:13:20,Level,Finish,46,44,Win,,255,,7,,4,,6,,5,,5,,4,5.07,39.14,44.21
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:13:35,0:13:35,Level,Start,,45,,,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:15:13,0:15:13,Level,Finish,47,45,Win,,255,,7,,4,,6,,5,,5,,4,5.07,39.14,44.21
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:15:28,0:15:28,Level,Start,,46,,,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:16:30,0:16:30,Level,Finish,48,46,Win,,255,,7,,4,,6,,5,,5,,4,5.07,39.14,44.21
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:16:45,0:16:45,Level,Start,,47,,,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:18:28,0:18:28,Level,Finish,49,47,Win,,255,,7,,4,,6,,5,,5,,4,5.07,39.14,44.21
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:18:43,0:18:43,Level,Start,,48,,,255,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:20:09,0:20:09,Level,Finish,50,48,Win,,255,,7,,4,,6,,5,,5,,4,5.07,39.14,44.21
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:20:19,0:20:19,Event,Reward,,,,50,305,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:20:39,0:20:39,Level,Start,,49,,,305,,7,,4,,6,,5,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:22:33,0:22:33,Level,Finish,51,49,Win,,305,,7,,4,,6,,5,,5,,4,6.07,39.14,45.20
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:22:43,0:22:43,Menu,Level Chest,,49,,20,325,,7,,4,,6,1,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:22:52,0:22:52,Level,Start,,50,,,325,,7,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:23:58,0:23:58,Level,Finish,52,50,Win,,325,,7,,4,,6,,6,,5,,4,6.47,40.73,47.19
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:24:09,0:24:09,Menu,Star Chest,,50,,20,345,1,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:24:19,0:24:19,Level,Start,,51,,,345,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:26:29,0:26:29,Level,Finish,53,51,Win,,345,,8,,4,,6,,6,,5,,4,6.87,41.52,48.39
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:26:47,0:26:47,Level,Start,,52,,,345,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:28:20,0:28:20,Level,Finish,54,52,Win,,345,,8,,4,,6,,6,,5,,4,6.87,41.52,48.39
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:28:36,0:28:36,Level,Start,,53,,,345,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:30:10,0:30:10,Level,Finish,55,53,Win,,345,,8,,4,,6,,6,,5,,4,6.87,41.52,48.39
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:30:25,0:30:25,Level,Start,,54,,,345,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:32:52,0:32:52,Level,Finish,56,54,Win,,345,,8,,4,,6,,6,,5,,4,6.87,41.52,48.39
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:33:06,0:33:06,Event,Reward,,,,30,375,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:33:09,0:33:09,Level,Start,,55,,,375,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:34:55,0:34:55,Level,Finish,57,55,Lose,,375,,8,,4,,6,,6,,5,,4,7.46,41.52,48.99
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:35:04,0:35:04,Level,Start,,55,,,375,,8,,4,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:37:02,0:37:02,Level,Use,,55,,,375,,8,-1,3,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:37:04,0:37:04,Level,Finish,58,55,Win,,375,,8,,3,,6,,6,,5,,4,7.46,39.60,47.06
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:37:20,0:37:20,Level,Start,,56,,,375,,8,,3,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:39:46,0:39:46,Level,Use,,56,,,375,,8,-1,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:39:49,0:39:49,Level,Finish,59,56,Win,,375,,8,,2,,6,,6,,5,,4,7.46,37.67,45.14
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:40:06,0:40:06,Team,Help,,,,1,376,,8,,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:40:09,0:40:09,Level,Start,,57,,,376,,8,,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:41:40,0:41:40,Level,Finish,60,57,Win,,376,,8,,2,,6,,6,,5,,4,7.48,37.67,45.16
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:41:56,0:41:56,Level,Start,,58,,,376,,8,,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:43:56,0:43:56,Level,Finish,61,58,Win,,376,,8,,2,,6,,6,,5,,4,7.48,37.67,45.16
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:44:03,0:44:03,Event,Reward,,,,100,476,,8,,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:44:26,0:44:26,Level,Start,,59,,,476,,8,,2,,6,,6,,5,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:47:04,0:47:04,Level,Finish,62,59,Win,,476,,8,,2,,6,,6,,5,,4,9.47,37.67,47.15
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:47:15,0:47:15,Menu,Level Chest,,59,,20,496,,8,,2,,6,1,7,1,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:47:23,0:47:23,Level,Start,,60,,,496,,8,,2,,6,,7,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:49:43,0:49:43,Level,Finish,63,60,Win,,496,,8,,2,,6,,7,,6,,4,9.87,40.06,49.93
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:49:59,0:49:59,Level,Start,,61,,,496,,8,,2,,6,,7,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:51:16,0:51:16,Level,Finish,64,61,Win,,496,,8,,2,,6,,7,,6,,4,9.87,40.06,49.93
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:51:33,0:51:33,Level,Start,,62,,,496,,8,,2,,6,,7,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:52:52,0:52:52,Level,Finish,65,62,Win,,496,,8,,2,,6,,7,,6,,4,9.87,40.06,49.93
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:53:04,0:53:04,Menu,Star Chest,,62,,10,506,,8,,2,,6,1,8,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:53:12,0:53:12,Level,Start,,63,,,506,,8,,2,,6,,8,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:54:49,0:54:49,Level,Finish,66,63,Win,,506,,8,,2,,6,,8,,6,,4,10.07,41.65,51.72
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:55:05,0:55:05,Level,Start,,64,,,506,,8,,2,,6,,8,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:56:39,0:56:39,Level,Finish,67,64,Lose,,506,,8,,2,,6,,8,,6,,4,10.07,41.65,51.72
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:56:46,0:56:46,Level,Start,,64,,,506,,8,,2,,6,,8,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:58:48,0:58:48,Level,Finish,68,64,Lose,,506,,8,,2,,6,,8,,6,,4,10.07,41.65,51.72
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,0:58:54,0:58:54,Level,Start,,64,,,506,,8,,2,,6,,8,,6,,4,,,
02/14/24,1,2,https://youtu.be/mdt-POg0Zyw?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:01:04,1:00:21,1:00:21,Level,Finish,69,64,Win,,506,,8,,2,,6,,8,,6,,4,10.07,41.65,51.72
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:00:01,0:00:01,Loading,Start,,,,,506,,8,,2,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:00:14,0:00:14,Menu,New,,,,,506,,8,,2,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:00:24,0:00:24,Level,Start,,65,,,506,,8,,2,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:01:57,0:01:57,Level,Finish,70,65,Win,,506,,8,,2,,6,,8,,6,,4,10.07,41.65,51.72
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:02:11,0:02:11,Team,Help,,,,5,511,,8,,2,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:02:21,0:02:21,Level,Start,,66,,,511,,8,,2,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:04:17,0:04:17,Level,Use,,66,,,511,,8,-1,1,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:04:22,0:04:22,Level,Finish,71,66,Win,,511,,8,,1,,6,,8,,6,,4,10.17,39.73,49.90
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:04:34,0:04:34,Menu,Daily,,,,20,531,,8,,1,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:04:45,0:04:45,Level,Start,,67,,,531,,8,,1,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:06:52,0:06:52,Level,Finish,72,67,Win,,531,,8,,1,,6,,8,,6,,4,10.57,39.73,50.30
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:07:03,0:07:03,Level,Start,,68,,,531,,8,,1,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:09:25,0:09:25,Level,Finish,73,68,Win,,531,,8,,1,,6,,8,,6,,4,10.57,39.73,50.30
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:09:37,0:09:37,Level,Start,,69,,,531,,8,,1,,6,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:12:14,0:12:14,Level,Finish,74,69,Win,,531,,8,,1,,6,,8,,6,,4,10.57,39.73,50.30
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:12:24,0:12:24,Menu,Level Chest,,69,,10,541,,8,,1,1,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:12:32,0:12:32,Level,Start,,70,,,541,,8,,1,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:14:35,0:14:35,Level,Finish,75,70,Win,,541,,8,,1,,7,,8,,6,,4,10.77,40.99,51.76
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:14:47,0:14:47,Level,Start,,71,,,541,,8,,1,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:16:50,0:16:50,Level,Finish,76,71,Win,,541,,8,,1,,7,,8,,6,,4,10.77,40.99,51.76
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:17:02,0:17:02,Level,Start,,72,,,541,,8,,1,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:19:04,0:19:04,Level,Finish,77,72,Win,,541,,8,,1,,7,,8,,6,,4,10.77,40.99,51.76
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:19:13,0:19:13,Event,Reward,,,,,541,,8,1,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:19:16,0:19:16,Level,Start,,73,,,541,,8,,2,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:21:34,0:21:34,Level,Finish,78,73,Win,,541,,8,,2,,7,,8,,6,,4,10.77,42.91,53.68
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:21:42,0:21:42,Menu,Star Chest,,73,,10,551,,8,1,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:21:49,0:21:49,Level,Start,,74,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:23:25,0:23:25,Level,Finish,79,74,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:23:36,0:23:36,Level,Start,,75,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:25:49,0:25:49,Level,Finish,80,75,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:25:59,0:25:59,Level,Start,,76,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:29:06,0:29:06,Level,Finish,81,76,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:29:17,0:29:17,Level,Start,,77,,,551,,8,,3,,7,,8,,6,,4,,,
02/15/24,2,3,https://youtu.be/WYSKsIzTxNE?list=PLI7hZ4WIZWHN_jjjx4kziE-p557HJaQyz,1:00:48,0:31:49,0:31:49,Level,Finish,82,77,Win,,551,,8,,3,,7,,8,,6,,4,10.96,44.84,55.80
